Chrysler300Рњ;5859;1999;auto;02.июл;Benz;440000
Mercedes-BenzE-РљР»Р°СЃСЃW210, S210;10954;1999;auto;02.фев;Diz;316000
BMW5 СЃРµСЂРёСЏE39;16177;2002;mech;02.май;Diz;400000
VolkswagenCaravelleT4;9681;1993;mech;02.апр;Diz;300000
AudiQ8;203545;2018;auto;3.0;Benz;46000
PorscheCayenne958;70056;2010;auto;04.авг;Benz;172000
Peugeot607I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;16304;2004;mech;02.фев;Diz;192000
Peugeot306;1019;1997;mech;01.апр;Benz;202500
NissanPrimeraP11;3694;1999;mech;2.0;Diz;320000
NissanAlmeraI (N15);1019;1996;mech;01.июн;Benz;223555
Saab9-3II;11209;2003;mech;02.фев;Diz;320000
Peugeot607I;12228;2001;mech;02.фев;Diz;210000
Mercedes-BenzVitoW638;8152;1997;mech;02.мар;Benz;245500
RenaultLagunaI;2548;1996;mech;2.0;Benz;30000
NissanSentraIV (B17);25475;2015;auto;01.июн;Benz;140000
SkodaKodiaq,5В РјРµСЃС‚;61013;2018;auto;2.0;Diz;103500
BMW5 СЃРµСЂРёСЏG30;83813;2017;auto;3.0;Diz;140000
VolkswagenGolfVII;31716;2016;auto;01.июн;Diz;110000
FordFiestaIV;2165;1996;auto;01.мар;Benz;150000
DodgeDurangoIII,7В РјРµСЃС‚;44581;2011;auto;05.июл;Benz;183000
LexusISII;23947;2006;auto;02.май;Benz;300000
Audi1004A, C4;6878;1993;mech;02.мар;Benz;300000
BMW5 СЃРµСЂРёСЏE34;5605;1989;mech;02.апр;Diz;495000
AcuraTSXII;26749;2010;auto;02.апр;Benz;160934
BuickEncore;34901;2017;auto;01.апр;Benz;57500
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;20380;2006;auto;02.фев;Diz;317000
FiatStilo;8407;2002;mech;01.сен;Diz;280000
FordEscapeIII;30061;2013;auto;01.июн;Benz;105000
FordMondeoIII;8534;2002;mech;2.0;Diz;408000
AudiA38P, 8PA В· Р РµСЃС‚Р°Р№Р»РёРЅРі;17900;2006;mech;2.0;Diz;345000
ChevroletMalibuIX;29296;2016;auto;01.май;Benz;91000
ToyotaLand CruiserJ200 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;90946;2013;auto;04.май;Diz;235700
Mercedes-BenzVitoW639;22928;2006;mech;02.фев;Diz;415857
Mercedes-BenzE-РљР»Р°СЃСЃW210, S210;15795;2002;auto;02.июл;Diz;440000
Mazda323F;3541;1999;mech;01.май;Benz;298000
Mercedes-BenzE-РљР»Р°СЃСЃW210, S210;7388;2000;mech;02.фев;Diz;352185
Saab9-3II;15282;2003;auto;2.0;Benz;250000
HyundaiSanta FeDM В· Р РµСЃС‚Р°Р№Р»РёРЅРі;45852;2016;auto;02.апр;Benz;50000
HondaStreamI,7В РјРµСЃС‚;12738;2001;mech;01.июл;Benz;208000
VolkswagenGolfII;6876;1991;mech;02.авг;Benz;333333
VolkswagenTransporterT4;20380;2001;mech;02.май;Diz;380000
ToyotaYarisIII (XP130) В· Р РµСЃС‚Р°Р№Р»РёРЅРі;24201;2016;mech;01.мар;Benz;64000
Peugeot206I;6089;2000;mech;01.апр;Benz;275000
OpelAstraJ В· Р РµСЃС‚Р°Р№Р»РёРЅРі;22163;2012;mech;01.авг;Benz;180000
VolvoS80II;27004;2007;auto;04.апр;Benz;250000
BMWX5E53,5В РјРµСЃС‚;24201;2004;auto;04.апр;Benz;256746
BMW7 СЃРµСЂРёСЏE38;16049;2000;auto;3.0;Diz;300000
LexusLSIV;37703;2008;auto;5.0;Benz;134000
MazdaMilleniaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;8916;2002;auto;02.мар;Benz;252666
ToyotaAygoI (AB10);9808;2005;auto;1.0;Benz;200000
NissanAlmeraII (N16);5859;2002;mech;02.фев;Diz;300000
AudiA6C5;14521;1998;mech;01.сен;Diz;318400
FordMondeoV;32353;2016;mech;01.май;Diz;159575
MitsubishiL200IV;24199;2011;mech;02.май;Diz;238000
AudiA4B6;15030;2003;mech;02.май;Diz;367086
DaihatsuRugger;8916;1993;mech;2.0;Benz;220000
ToyotaCamryXV40;20125;2006;auto;02.апр;Benz;360000
BMW7 СЃРµСЂРёСЏF01, F04;31844;2009;auto;3.0;Benz;255000
OpelInsigniaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;35410;2016;auto;01.июн;Diz;185000
MitsubishiGalantVII;2675;1995;mech;2.0;Benz;380000
BMW5 СЃРµСЂРёСЏE39;10190;2000;mech;02.май;Benz;250000
VolkswagenPassatB2;1656;1985;mech;01.авг;Benz;400000
CitroenSaxoI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;3821;2001;mech;01.май;Diz;370000
NissanX-TrailIII (T32) В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;60885;2018;auto;2.0;Benz;80000
AudiA38P, 8PA В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі;20380;2011;auto;01.фев;Benz;127000
VolkswagenMultivanT5;28020;2004;mech;02.май;Diz;400000
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;19104;2010;auto;01.авг;Benz;200000
OpelZafiraA,7В РјРµСЃС‚;9298;2001;mech;02.фев;Benz;350000
VolkswagenPassatB4;8789;1996;mech;01.сен;Diz;430000
Mercedes-BenzE-РљР»Р°СЃСЃW210, S210;7640;1996;mech;02.сен;Diz;408000
FiatMarea;2293;1999;mech;01.сен;Diz;400000
OpelZafiraC,5В РјРµСЃС‚;31844;2016;mech;01.июн;Diz;159000
VolkswagenTouaregI;17578;2004;auto;04.фев;Benz;320000
RenaultFluenceI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;26749;2014;auto;01.июн;Benz;86000
OpelRekord;1781;1985;mech;2.0;Benz;20000
Mercedes-BenzE-РљР»Р°СЃСЃW124, S124, C124, A124;5605;1986;mech;02.мар;Benz;99999
HondaCR-VII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;19106;2005;auto;02.апр;Benz;232000
Peugeot3008I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23437;2014;auto;01.июн;Benz;140000
Peugeot406I;4203;1998;mech;01.сен;Diz;460000
ToyotaCamryXV50;30570;2012;auto;02.май;Benz;149669
OpelAstraH;11464;2006;mech;01.мар;Diz;455000
MazdaPremacyI;8279;2001;mech;2.0;Diz;330000
FordFocusI;7388;2001;mech;01.авг;Diz;350000
BMW5 СЃРµСЂРёСЏE39;15285;2002;auto;02.май;Diz;399000
Rover400HH-R;4810;1998;mech;01.июн;Benz;202000
VolkswagenPassatB5;8407;1998;mech;01.сен;Diz;300000
SkodaSuperbIII;40480;2016;mech;01.июн;Diz;175000
OpelVectraB В· Р РµСЃС‚Р°Р№Р»РёРЅРі;10190;2001;mech;02.фев;Diz;270000
VolkswagenPassatB6;17833;2006;mech;2.0;Diz;300000
BMW3 СЃРµСЂРёСЏF30,F31 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;45091;2015;auto;2.0;Diz;209000
Rover600;4076;1999;mech;2.0;Diz;300000
Mercedes-BenzE-РљР»Р°СЃСЃW124, S124, C124, A124;5095;1987;mech;2.0;Diz;210000
DodgeGrand CaravanIV;10187;2001;auto;03.мар;Benz;267000
Audi100РЎ3 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;6369;1989;mech;02.фев;Benz;49000
AudiA6C5;14266;2002;mech;01.сен;Diz;324000
AudiA4B7;20380;2006;mech;01.сен;Diz;265000
KiaSportageIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;39486;2014;auto;2.0;Diz;129000
Peugeot806221;6624;1998;mech;2.0;Benz;400000
FiatMarea;1783;1996;mech;01.июн;Benz;400000
BMWX3F25;35156;2011;auto;2.0;Diz;313500
Mercedes-BenzE-РљР»Р°СЃСЃW210, S210;10063;1997;auto;3.0;Diz;434405
RenaultSanderoII;22418;2016;mech;01.июн;Benz;72000
FordFocusII;12101;2007;mech;01.авг;Benz;230000
BMW5 СЃРµСЂРёСЏE39;8916;1997;auto;02.май;Benz;450000
BMW3 СЃРµСЂРёСЏF30, F31;36939;2012;auto;2.0;Benz;117000
JeepCompassI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;24201;2011;auto;2.0;Benz;135000
VolvoS80II В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23819;2012;auto;01.июн;Benz;176000
SkodaOctaviaIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;37958;2017;mech;01.июн;Benz;62000
FordFocusIII;20380;2012;mech;1.0;Benz;107000
ToyotaLand CruiserJ100,7В РјРµСЃС‚;29296;2001;auto;04.июл;Benz;304000
ToyotaLand CruiserJ200 В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;132215;2016;auto;04.июн;Benz;98500
BMWX3E83 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;20125;2007;auto;3.0;Benz;320000
HondaJazzI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;9935;2008;mech;01.апр;Benz;340000
OpelAstraH В· Р РµСЃС‚Р°Р№Р»РёРЅРі;14011;2011;auto;01.июн;Benz;56000
RenaultEspaceV;45600;2015;auto;01.июн;Diz;69000
FordCourierI;3312;1992;mech;01.авг;Diz;150000
BMW7 СЃРµСЂРёСЏE38;15285;2001;auto;3.0;Diz;700
DaewooMatizM150 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;5605;2010;mech;0.8;Benz;90000
VolvoV40I;4331;1998;mech;01.сен;Diz;450000
CitroenC4 Grand PicassoI;20253;2009;mech;01.авг;Benz;277000
AudiA8D4;53498;2014;auto;3.0;Benz;156000
KiaCee'dII;26112;2014;auto;01.июн;Benz;163800
VolvoS80I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;15795;2005;auto;02.май;Benz;198000
SkodaOctaviaIII;33372;2015;mech;01.июн;Diz;147000
OpelVectraC;9426;2005;auto;02.фев;Benz;312000
DaewooNexiaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;5859;2012;mech;01.май;Benz;9000
PontiacVibeI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;11973;2006;auto;01.авг;Benz;218870
MitsubishiSpace WagonTyp N30, N40;5605;1997;mech;2.0;Diz;400000
AudiA4B9;49931;2016;auto;01.апр;Benz;99000
OpelAstraG;6369;2000;mech;01.июл;Diz;300000
FordS-MAXI,5В РјРµСЃС‚;25472;2008;auto;02.мар;Benz;261000
OpelOmegaB В· Р РµСЃС‚Р°Р№Р»РёРЅРі;10190;2002;auto;02.май;Diz;250000
Lada (Р’РђР—)21099;1146;1995;mech;05.июн;Benz;11111
AudiA6C4;6369;1994;mech;2.0;Benz;540000
FordGalaxyI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;13502;2001;mech;02.мар;Benz;321968
AudiA6C6;29296;2007;mech;02.июл;Diz;330000
OpelAstraJ;17578;2010;mech;01.апр;Benz;190000
BMW5 СЃРµСЂРёСЏF07 (GT);42034;2010;auto;3.0;Diz;230000
VolkswagenPassatB6;17450;2010;auto;01.авг;Benz;117000
VolkswagenPassat CCI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;26749;2012;auto;01.авг;Benz;187000
FiatCoupe;3821;1995;mech;2.0;Benz;280000
HyundaiSanta FeCM,5В РјРµСЃС‚;28023;2008;mech;02.фев;Diz;235
SEATAlhambraII;38951;2015;mech;2.0;Diz;219000
AudiA6C4;8916;1994;mech;2.0;Benz;350000
NissanPrimeraP12;8916;2004;mech;02.фев;Diz;248000
ChevroletCruzeJ300 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;19234;2014;mech;01.авг;Benz;109300
VolkswagenPoloIII;7006;1997;auto;01.июн;Benz;378000
SkodaOctaviaIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;47893;2018;auto;01.июн;Benz;71000
Peugeot607I;7897;2002;mech;2.0;Benz;280000
LexusLXIII,7В РјРµСЃС‚;82794;2010;auto;05.июл;Benz;214042
CitroenC-Crosser;27004;2009;auto;02.фев;Diz;275200
AudiA4B7;18342;2005;mech;01.сен;Diz;312000
FordEscortV В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі;1401;1996;mech;01.июн;Benz;380000
FordWindstarII;8662;1999;auto;03.авг;Benz;255468
SkodaOctaviaIII;31844;2016;auto;01.июн;Diz;270000
FordFocusII;12101;2006;mech;01.июн;Benz;293000
VolkswagenPassatB5;10063;1999;mech;01.сен;Diz;332000
AudiA6C4;10190;1997;auto;02.май;Diz;500000
ToyotaHiluxVI (N140);31080;2000;mech;02.май;Diz;248000
FiatDobloI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;16177;2010;mech;01.мар;Diz;234028
VolkswagenPolo SedanI;18342;2013;mech;01.июн;Benz;131940
РЈРђР—3909;6624;2009;mech;02.сен;Benz;75000
ToyotaCamryXV50 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;47893;2016;auto;03.май;Benz;116000
Chrysler300РЎII;40505;2016;auto;03.май;Benz;200
AudiQ74L;29424;2007;auto;03.июн;Benz;399000
HyundaiSonataNF;12228;2005;auto;02.апр;Benz;237000
Chrysler300Рњ;8534;2003;auto;03.май;Benz;350000
OpelOmegaB;2420;1997;mech;02.май;Diz;330000
MazdaMilleniaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;7640;2001;auto;02.май;Benz;220000
Rover400HH-R;3821;1999;mech;01.июн;Benz;230000
DodgeCaliber;18597;2008;mech;2.0;Diz;192000
VolkswagenPassatB3;4586;1988;mech;01.авг;Benz;326000
BMW3 СЃРµСЂРёСЏE90, E91, E92, E93;20125;2007;mech;3.0;Benz;340000
Mercedes-BenzV-РљР»Р°СЃСЃW447;100626;2017;auto;02.фев;Diz;250000
VolkswagenPassat CCI;25475;2010;mech;01.авг;Benz;195000
DodgeCaravanIV,7В РјРµСЃС‚;13247;2001;auto;03.мар;Benz;442569
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;17830;2010;mech;01.фев;Benz;257000
AudiA6C5;9044;1998;mech;02.апр;Benz;351000
Audi1004A, C4;10190;1992;mech;01.сен;Diz;519000
FordMondeoI;892;1995;mech;01.авг;Benz;380000
Hyundaii30GD;20380;2012;mech;01.июн;Benz;103000
BMWX2;82284;2017;auto;2.0;Diz;79231
CitroenC4I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;11719;2010;mech;01.июн;Benz;212000
Mercedes-BenzGLE;87889;2016;auto;02.фев;Diz;66000
OpelAstraJ В· Р РµСЃС‚Р°Р№Р»РёРЅРі;20890;2014;mech;01.мар;Diz;210000
BMWX5F15,5В РјРµСЃС‚;73623;2013;auto;04.апр;Benz;83000
DodgeRAMIII;34391;2006;auto;05.июл;Benz;321868
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;16686;2010;mech;01.июн;Benz;205000
Mercedes-BenzC-РљР»Р°СЃСЃW204, S204;24201;2007;mech;02.янв;Diz;190000
NissanAlmera Tino;7643;2001;mech;02.фев;Diz;296947
Peugeot407;10700;2004;mech;01.июн;Diz;337000
VolvoXC90I;16559;2002;auto;02.сен;Benz;111111
VolkswagenCaravelleT4;10190;1992;mech;02.апр;Diz;200
Mercedes-BenzC-РљР»Р°СЃСЃW204, S204;31844;2008;auto;3.0;Diz;225000
BMW3 СЃРµСЂРёСЏE90, E91, E92, E93;22163;2007;auto;2.0;Diz;242277
Mercedes-BenzC-РљР»Р°СЃСЃW202, S202;6114;1996;auto;2.0;Benz;400000
RenaultLagunaII;6878;2002;mech;01.сен;Diz;400000
OpelAstraH В· Р РµСЃС‚Р°Р№Р»РёРЅРі;10954;2007;mech;01.мар;Diz;215
RenaultLagunaI;3312;1996;mech;2.0;Benz;400000
RenaultLagunaI;4076;1997;mech;01.авг;Benz;300000
Р­РєСЃРєР»СЋР·РёРІРђРІС‚РѕРґРѕРј;86615;2007;mech;02.мар;Diz;150000
VolkswagenPassatB5;12738;2001;mech;01.сен;Diz;400000
VolkswagenSharanI;10190;1999;mech;01.сен;Diz;440000
Fiat500L;24711;2013;auto;01.апр;Benz;102000
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;19106;2002;auto;02.фев;Diz;350000
CitroenC5II;14393;2008;mech;2.0;Benz;212000
Mercedes-BenzC-РљР»Р°СЃСЃW204, S204;26749;2009;auto;02.фев;Diz;219000
RenaultClioII;6369;2003;mech;01.апр;Benz;250000
Audi80B4;5095;1992;mech;2.0;Benz;320000
OpelZafiraB В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;19106;2009;mech;01.июл;Diz;185000
KiaCee'dII;23310;2014;mech;01.июн;Benz;199000
FordGalaxyII;25348;2007;mech;2.0;Diz;312000
TeslaModel 3;98079;2018;auto;-;Elec;35000
MitsubishiASXI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;27768;2014;mech;01.июн;Benz;119000
Volvo850;4076;1991;mech;02.апр;Benz;350000
SkodaOctaviaI;9426;1997;mech;01.авг;Benz;292000
FordEscapeII;17578;2008;auto;02.мар;Benz;288072
CitroenC4I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;11973;2010;auto;01.июн;Benz;123000
AudiA4B8;22418;2009;auto;01.авг;Benz;198800
DaciaSanderoI;13629;2009;mech;01.май;Diz;165000
Mazda626GF;3821;1996;mech;01.авг;Benz;339770
NissanQashqaiI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;20890;2010;mech;01.июн;Benz;184000
VolvoS60I;10445;2002;auto;02.апр;Benz;322000
Mazda323F;5092;1996;mech;01.май;Benz;328880
Rover25;4840;2000;mech;01.апр;Benz;200000
InfinitiQX70;57828;2014;auto;03.июл;Benz;75000
NissanX-TrailII (T32);41522;2015;mech;01.июн;Diz;160000
RenaultMeganeI;1783;1999;mech;01.июн;Benz;310000
VolkswagenJettaVI;20125;2011;auto;01.апр;Benz;145000
РњРѕСЃРєРІРёС‡2141;1800;1991;mech;01.июн;Benz;71000
ChevroletVoltII;39486;2015;auto;01.май;Benz;56000
ToyotaLand Cruiser PradoJ120,7В РјРµСЃС‚;36939;2006;auto;3.0;Diz;372000
VolkswagenGolfIII;6624;1998;mech;01.сен;Diz;200000
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;15795;2004;auto;03.фев;Benz;207000
Mazda6III В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі;58083;2019;auto;02.май;Benz;26000
AudiA4B9;58593;2017;auto;01.апр;Benz;49500
FordFusion USAII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;37448;2018;auto;01.май;Benz;65000
Peugeot308T7;12169;2008;auto;01.июн;Benz;177000
HondaAccordVII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23692;2008;auto;02.апр;Benz;200000
VolkswagenVento;4051;1993;mech;01.сен;Diz;246000
HondaCR-VIV;45855;2013;mech;2.0;Benz;62000
OpelAstraH В· Р РµСЃС‚Р°Р№Р»РёРЅРі;16177;2008;mech;01.авг;Benz;177000
HyundaiAccentV;24711;2019;mech;01.апр;Benz;16000
VolkswagenGolfIV;10572;1999;mech;01.сен;Diz;305000
ChryslerVoyagerIII;7643;1998;mech;02.апр;Benz;440000
AudiA6C6;21654;2008;auto;02.апр;Benz;246000
Mercedes-BenzS-РљР»Р°СЃСЃ AMGW221;42034;2008;auto;06.мар;Benz;200000
VolkswagenTransporterT4;17323;2000;mech;02.апр;Diz;365000
VolvoS60I;12228;2002;mech;02.апр;Benz;360000
VolkswagenPassatB6;14776;2006;auto;2.0;Benz;236000
Mercedes-BenzVitoW638;19106;1999;mech;02.мар;Diz;530000
Alfa Romeo146;1529;1995;mech;01.июн;Benz;227000
OpelZafiraA;10187;1999;mech;2.0;Diz;262500
Peugeot307I;9426;2003;mech;01.июн;Benz;290000
RenaultScenicI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;8916;1999;mech;01.июн;Benz;280000
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;18342;2005;auto;01.авг;Benz;300000
BMW5 СЃРµСЂРёСЏE39;8407;1998;mech;2.0;Benz;360000
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;18342;2009;mech;01.апр;Benz;226000
HondaCR-VIII;25475;2009;auto;02.апр;Benz;155000
Mercedes-BenzS-РљР»Р°СЃСЃW222, C217, A217;114638;2015;auto;3.0;Diz;150000
NissanNoteI (E11) В· Р РµСЃС‚Р°Р№Р»РёРЅРі;15540;2010;mech;01.апр;Benz;202300
ChevroletCruzeJ300 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23564;2013;mech;01.авг;Benz;147000
BMW6 СЃРµСЂРёСЏE63, E64;26749;2006;auto;3.0;Benz;255000
ToyotaAvensisI (T220) В· Р РµСЃС‚Р°Р№Р»РёРЅРі;7643;2001;mech;2.0;Diz;282000
VolkswagenGolf PlusI;14521;2006;mech;2.0;Benz;249000
OpelZafiraA;10063;2002;mech;01.авг;Benz;303179
VolkswagenGolfIV;10445;2001;mech;01.сен;Diz;440000
Hyundaii40VF;28020;2013;auto;2.0;Benz;131000
FiatMarea;7388;2001;mech;01.сен;Diz;380000
FordFusionI;8916;2005;mech;01.апр;Benz;260000
BMW3 СЃРµСЂРёСЏE46;8916;2001;mech;02.фев;Benz;312000
SubaruOutbackIII;15285;2006;auto;02.май;Benz;190000
FordGalaxyI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;13757;2002;mech;01.сен;Diz;111111
FordGalaxyI,7В РјРµСЃС‚;6878;1998;mech;02.мар;Benz;111111
Mercedes-BenzE-РљР»Р°СЃСЃW124, S124, C124, A124;2548;1987;auto;3.0;Diz;490000
Mercedes-BenzE-РљР»Р°СЃСЃW124, S124, C124, A124;2548;1987;auto;3.0;Diz;490000
VolkswagenGolfV;16559;2006;mech;01.сен;Diz;207000
AudiA6 AllroadC6;18597;2007;auto;04.фев;Benz;317000
OpelAstraG;7006;1999;mech;01.июл;Diz;428000
OpelVectraB;3821;1996;mech;01.июл;Diz;40000
AudiA4B7;17068;2006;mech;2.0;Diz;305000
VolkswagenCaravelleT4;7133;1993;mech;01.сен;Diz;356000
FordFocusI;3694;2001;mech;2.0;Benz;269000
FiatStilo;5095;2001;mech;01.июн;Benz;305000
HyundaiAccentLC;7643;2007;mech;01.май;Benz;200000
OpelAstraG;8534;2000;mech;2.0;Diz;458000
Mercedes-BenzGL-РљР»Р°СЃСЃX166,7В РјРµСЃС‚;86488;2014;auto;3.0;Diz;172300
RenaultKangooI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;7388;2004;mech;01.сен;Diz;420000
Alfa Romeo156932;3821;2000;mech;2.0;Benz;294000
РЈРђР—31;5859;2002;mech;02.сен;Benz;74000
OpelInsigniaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;34519;2016;auto;01.июн;Diz;171000
JaguarXJX351;47129;2010;auto;5.0;Benz;112000
OpelOmegaB В· Р РµСЃС‚Р°Р№Р»РёРЅРі;6878;2001;mech;02.фев;Diz;370000
SkodaKodiaq,5В РјРµСЃС‚;49422;2019;mech;01.апр;Benz;42000
NissanPrimeraP11;3567;1997;mech;01.июн;Benz;300000
CadillacCTSI;11973;2003;auto;03.фев;Benz;247000
FordFocusII;9681;2006;mech;01.июн;Diz;404000
Saab9-3I;9171;2001;auto;2.0;Benz;216000
SkodaFabia5J В· Р РµСЃС‚Р°Р№Р»РёРЅРі;13247;2012;mech;01.апр;Benz;255000
Mercedes-BenzE-РљР»Р°СЃСЃW124, S124, C124, A124;2293;1989;mech;02.май;Diz;370000
VolvoV60I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;30825;2015;mech;2.0;Diz;180000
SEATAlhambraI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;12865;2002;mech;01.сен;Diz;377200
SkodaSuperbII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;32990;2014;mech;01.авг;Benz;185000
VolkswagenMultivanT4;24074;1999;mech;02.май;Diz;333568
Peugeot308T7;16559;2010;mech;01.июн;Diz;206000
RenaultScenicIII;25982;2016;mech;01.май;Diz;183542
VolkswagenPassatB8;38977;2016;mech;01.июн;Diz;179380
Rover25;6114;2001;mech;01.июн;Benz;200000
FordFocusII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;15285;2010;mech;01.авг;Benz;120000
BMW1 СЃРµСЂРёСЏE81, E82, E88, E87;13502;2007;mech;01.июн;Benz;180000
AudiA58T В· Р РµСЃС‚Р°Р№Р»РёРЅРі;58593;2014;auto;2.0;Benz;105000
AudiA38P, 8PA В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі;20890;2009;mech;01.апр;Benz;185000
FordFocusI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;8662;2003;mech;01.авг;Diz;258000
RenaultSanderoI;15795;2011;mech;01.июн;Benz;58000
Mazda6II;21654;2008;auto;2.0;Benz;225000
MazdaMPVII,7В РјРµСЃС‚;10700;2002;mech;2.0;Diz;375000
InfinitiGIV;25470;2008;auto;03.июл;Benz;214000
ToyotaSiennaII (XL20) В· Р РµСЃС‚Р°Р№Р»РёРЅРі;29296;2010;auto;03.май;Benz;305775
BMW3 СЃРµСЂРёСЏE90, E91, E92, E93;18597;2006;auto;3.0;Benz;275000
ChevroletCruzeJ300 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;20890;2015;mech;01.июн;Benz;72658
SEATCordobaI;3057;1994;mech;01.авг;Benz;357040
VolkswagenTransporterT4;17833;1993;mech;01.сен;Diz;300000
Renault19II;1274;1994;mech;01.авг;Benz;280000
OpelVectraC;11973;2004;mech;02.фев;Diz;364000
BMW3 СЃРµСЂРёСЏE90, E91, E92, E93;25985;2008;auto;2.0;Diz;260000
RenaultKangooI;6369;2001;mech;01.сен;Diz;313000
Lada (Р’РђР—)XRAY;20380;2018;mech;01.июн;Benz;61000
VolkswagenVento;3312;1993;mech;01.авг;Benz;209352
Lada (Р’РђР—)2114;2293;2007;mech;01.май;Benz;250000
ToyotaAvensis VersoI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;15282;2003;mech;2.0;Diz;480000
HondaCivicVIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;14776;2010;auto;01.мар;Benz;210000
CitroenXantiaX2;5092;2000;mech;2.0;Diz;326000
Volvo460;2293;1995;mech;01.июн;Benz;327000
OpelCalibra;8152;1994;mech;2.0;Benz;300000
Mercedes-BenzC-РљР»Р°СЃСЃW205, S205, C205, A205;60121;2017;auto;02.фев;Diz;133500
BMW5 СЃРµСЂРёСЏE39;10190;1999;auto;02.май;Benz;357000
HyundaiSanta FeCM;28787;2008;auto;02.июл;Benz;80000
FiatMarea;764;1998;mech;2.0;Benz;350000
FordEscapeIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;35662;2017;auto;01.май;Benz;80000
BMW3 СЃРµСЂРёСЏE90, E91, E92, E93;13247;2008;auto;02.май;Benz;267000
AudiA4B8;23819;2008;mech;2.0;Diz;232000
FordGalaxyI,7В РјРµСЃС‚;7643;2000;mech;02.мар;Benz;386000
Peugeot607I;12228;2003;mech;02.фев;Diz;370000
DodgeCaravanIV,7В РјРµСЃС‚;12738;2006;auto;03.мар;Benz;386242
KiaSportageIV;52733;2017;auto;01.июн;Benz;88500
Peugeot206I;9426;2008;mech;01.апр;Benz;223241
BMW5 СЃРµСЂРёСЏE39;9426;2001;auto;02.май;Benz;275000
Mercedes-BenzM-РљР»Р°СЃСЃW164 В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;33627;2009;auto;03.май;Benz;215000
